weibo_id,user_name,user_link,weibo_content,original,publish_place,publish_time,publish_tool,like_num,retweet_num,comment_num
JtMkjonhw,yc1937,https://weibo.cn/u/2140247562,"转发理由://@愁小多丶:要用他们的时候“逆行英雄”啥也不用付出键盘夸两句，不用了～国家褒奖给子女中考加分——不行！医生手术后喝个几块钱的葡萄糖——不行！！  
原始用户: 澎湃新闻
转发内容: 【#医生回应手术后喝葡萄糖水#：费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称当时做完手术已凌晨，又累又渴，葡萄糖水的费用会计入科室成本。医生回应“手术后喝葡萄糖水”：费用计入科室 澎湃新闻的微博视频  ",False,无,2020-11-14 01:25,荣耀V8 脱影而出,0,0,0
JtMiJyImF,海浪还是那么白,https://weibo.cn/u/7503187025,"转发理由:。//@愁小多丶:要用他们的时候“逆行英雄”啥也不用付出键盘夸两句，不用了～国家褒奖给子女中考加分——不行！医生手术后喝个几块钱的葡萄糖——不行！！  
原始用户: 澎湃新闻
转发内容: 【#医生回应手术后喝葡萄糖水#：费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称当时做完手术已凌晨，又累又渴，葡萄糖水的费用会计入科室成本。医生回应“手术后喝葡萄糖水”：费用计入科室 澎湃新闻的微博视频  ",False,无,2020-11-14 01:21,Share微博客户端,0,0,0
JtMfr7cFi,NochnoyZvyozdopad,https://weibo.cn/AkatsukiGetsuka,"转发理由:唉，还是医生们能有更好的条件，比如提供什么饮料来代替医用葡萄糖水//@这里有一个Error:没人关心手术后的医生累不累，却对着喝的葡萄糖质疑他的职业道德  
原始用户: 观察者网
转发内容: 【#医生回应手术后喝葡萄糖水#：凌晨4点刚下手术台很渴，费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。#医生手术后喝葡萄糖水遭质疑#@七环视频 http://t.cn/A6GopqJC ",False,无,2020-11-14 01:13,iPhone X,1,0,0
JtMcV770U,愁小多丶,https://weibo.cn/mars7088,"转发理由:要用他们的时候“逆行英雄”啥也不用付出键盘夸两句，不用了～国家褒奖给子女中考加分——不行！医生手术后喝个几块钱的葡萄糖——不行！！  
原始用户: 澎湃新闻
转发内容: 【#医生回应手术后喝葡萄糖水#：费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称当时做完手术已凌晨，又累又渴，葡萄糖水的费用会计入科室成本。医生回应“手术后喝葡萄糖水”：费用计入科室 澎湃新闻的微博视频  ",False,无,2020-11-14 01:06,无,28,12,4
JtM3w1iyj,很多很多蛮牛在柳丁脚踏车上,https://weibo.cn/u/5936977968,"转发理由://@这里有一个Error:没人关心手术后的医生累不累，却对着喝的葡萄糖质疑他的职业道德  
原始用户: 观察者网
转发内容: 【#医生回应手术后喝葡萄糖水#：凌晨4点刚下手术台很渴，费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。#医生手术后喝葡萄糖水遭质疑#@七环视频 http://t.cn/A6GopqJC ",False,无,2020-11-14 00:43,小米手机5,0,0,0
JtM2D3Amd,珠珠吾系猪猪楮楮渚渚,https://weibo.cn/judyhidy,"转发理由://@耐心366:回复@傻笔123:对，他不应该喝不属于病人的葡萄糖，他应该低血糖晕倒在手术台上，然后让病人的手术少一个主刀医生。管他是不是急症手术，能不能等呢。//@杨闭月_yyt:对质疑的网友真的是无语了  
原始用户: 澎湃新闻
转发内容: 【#医生回应手术后喝葡萄糖水#：费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称当时做完手术已凌晨，又累又渴，葡萄糖水的费用会计入科室成本。医生回应“手术后喝葡萄糖水”：费用计入科室 澎湃新闻的微博视频  ",False,无,2020-11-14 00:41,HUAWEI Mate 30 5G,0,0,0
JtLWYmVrs,小虎romy,https://weibo.cn/u/1737938345,"转发理由://@这里有一个Error:没人关心手术后的医生累不累，却对着喝的葡萄糖质疑他的职业道德  
原始用户: 观察者网
转发内容: 【#医生回应手术后喝葡萄糖水#：凌晨4点刚下手术台很渴，费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。#医生手术后喝葡萄糖水遭质疑#@七环视频 http://t.cn/A6GopqJC ",False,无,2020-11-14 00:27,HUAWEI Mate30 Pro 5G,0,1,0
JtLMOBTIR,医生你看我男神的发际线还有救吗,https://weibo.cn/u/2329383822,"转发理由://@这里有一个Error:没人关心手术后的医生累不累，却对着喝的葡萄糖质疑他的职业道德  
原始用户: 观察者网
转发内容: 【#医生回应手术后喝葡萄糖水#：凌晨4点刚下手术台很渴，费用计入科室】近日，陕西西安。医生郑涛为患者做完手术后拿葡萄糖挂瓶豪饮的视频走红，有网友质疑葡萄糖谁付钱。郑医生称，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。#医生手术后喝葡萄糖水遭质疑#@七环视频 http://t.cn/A6GopqJC ",False,无,2020-11-14 00:02,iPhone客户端,0,0,0
Ju4r53sc8,七七八八的什么都行,https://weibo.cn/u/7458529643,七七八八的什么都行:#白岩松谈医生术后喝葡萄糖水争议#当人家愿意喝呀 葡萄糖难喝死了 要不是为了做手术谁愿意8小时站着高注意力工作 不能吃饭喝水上厕所 对 再苦再累也是人家的工作 但是不应该给予理解和包容吗  ,True,无,2020-11-15 23:31,Redmi K20 Pro 尊享版,0,0,0
Ju4mTAFcu,Gaooooooo_m,https://weibo.cn/u/5082050770,Gaooooooo_m:我不愿意付那瓶葡萄糖的钱 更不愿意在道德绑架下付钱。 医生需要合适的工作量不是病人负责的。而我知道病人救命得自己花钱。如果体制不能为体制不合理付葡萄糖钱，医生也没能力为自己喝的葡萄糖付款，我可以为我的手术医出这不贵的钱，但绝不是因为他太辛苦了怎么还计较。所有人都有权利为自己的钱计较  ,True,无,2020-11-15 23:21,小米MIX2S 全面屏,0,0,0
Ju4dEnHCa,半分幽默,https://weibo.cn/13208277,半分幽默:医生回应手术后喝葡萄糖吊瓶水：费用计入科室。来源dy：观威海。#白岩松谈医生术后喝葡萄糖水争议##头号博主说##初冬快乐指南# 半分幽默的微博视频  ,True,无,2020-11-15 22:58,祝健康平安Android,9,1,3
Ju492AVQw,芒果只有一个酒窝,https://weibo.cn/u/2438262445,"转发理由:我很早时候就知道手术室里的医生在很疲惫的时候会开一瓶葡萄糖补充能量，为什么这种事情会有人质疑？会拿出来讨论？站在哪个角度这样的话题都不该被人们去质问。真想看看网上说这些话的人都长什么样？嘴是不是长脑门上，或者这个刁钻审视别人的眼睛是不是长在天灵盖上……  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 22:46,HUAWEI P30,2,0,0
Ju491bOiM,辰红胜米,https://weibo.cn/u/3279530867,辰红胜米:#腾讯新闻# 杨大吉：#白岩松谈医生术后喝葡萄糖事件#【医生凌晨4点下手术台后喝葡萄糖水，网友问谁掏钱，算杠精吗？】近日，一段医生手术后“豪饮”葡萄糖的视频走红，没想到引来部分网友质疑：“这瓶葡萄糖谁付钱？”据悉，该医生名叫郑涛，是陕西西安某医院神经外科医生，当天，郑涛凌晨4点才下手术台，由于手术中途不能喝水，嗓子都快“冒烟”了，加上又饿又累，就直接喝了一瓶含量5%的葡萄糖水。面对网友的质疑，郑涛回应：第一，http://t.cn/A6GCrfhE 来自@腾讯新闻 原图 ,True,无,2020-11-15 22:46,腾讯新闻客户端,0,0,1
Ju46VuBHN,涂山厌厌,https://weibo.cn/u/6016198408,涂山厌厌:#白岩松谈医生术后喝葡萄糖水争议#  我怎么记得去年还是前年，也有类似医生做完手术喝葡萄糖水的新闻。那个医生好像是说了一句：葡萄糖记病人账上。然后被网友们骂得好惨。从这次事件来反应看，网友普遍素质还是越来越高了。  ,True,无,2020-11-15 22:41,老娘自己的Android,0,0,0
Ju3Xa2ZYi,哈哈哈尼丫,https://weibo.cn/u/2506695372,"转发理由:是奶茶不好喝还是啤酒不香，非要在手术室喝几块钱的葡萄糖?这么质疑一个尽职尽责的医生，怕不是良心被狗吃了//@哈哈哈尼丫:质疑这袋葡萄糖该谁付钱的人，生活中该是什么样的人呢？  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 22:17,iPhone客户端,0,0,0
Ju3PWh8GA,聊城共青团,https://weibo.cn/lcgqt,聊城共青团:【#白岩松谈医生术后喝葡萄糖水争议#】#医生连做4小时手术后喝葡萄糖遭质疑#近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GCtY9W ,True,无,2020-11-15 21:59,Android,0,0,0
Ju3Nc7fjj,金铂医生,https://weibo.cn/u/5760109888,金铂医生:#白岩松谈医生术后喝葡萄糖水争议# 我有一位麻醉科同事，有一次下手术十二点了，外卖都没了，只能喝一袋葡萄糖充饥…  ,True,无,2020-11-15 21:53,华为Mate40保时捷设计,7,0,7
Ju3w9svl1,半岛网,https://weibo.cn/bandao,半岛网:【医生连做4小时手术后喝葡萄糖遭质疑：费用算谁的？本人回应】#医生回应在手术室喝葡萄糖#近日，一位陕西西安的医生在网上分享了一段自己术后“豪饮”葡萄糖水的视频。这段视频意外走红，却也引来部分网友质疑：这水谁付钱？面对质疑，该医生作出澄清。当天，自己在做一台脑干出血的手术，做了四个多小时，凌晨4点刚下手术台，由于手术途中不能喝水，嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。当事人表示，这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。他还说，作为一名医生，相信很多同行都有过类似的经历。（燃新闻）http://t.cn/A6G6T03F ,True,无,2020-11-15 21:11,微博视频号,0,1,0
Ju3osddPj,铿锵玫瑰HHYY,https://weibo.cn/u/7012131023,"转发理由:#白岩松谈医生术后喝葡萄糖水争议#陕西医生郑涛在连续做完几台手术后由于太渴，随手抓起一瓶葡萄糖狂饮引质疑：给钱了吗？本人回应：没占病人便宜。其实这事医生和质疑的网友都没错，之所以置疑是不知道他连续八小时没喝水那么渴，也是站在广大患者的角度考虑//@上海衙门朝南开没钱莫进来:转发微博  
原始用户: 张胜军
转发内容: #白岩松谈医生术后喝葡萄糖水争议#陕西医生郑涛在连续做完几台手术后由于太渴，随手抓起一瓶葡萄糖狂饮引质疑：给钱了吗？本人回应：没占病人便宜。其实这事医生和质疑的网友都没错，之所以置疑是不知道他连续八小时没喝水那么渴，也是站在广大患者的角度考虑，这水是不是患者掏的钱，甭管多少钱，帐也应该算清楚。而医生连轴转情急之下喝了葡萄糖也是应该的，主要医院管理层应该反思一下，提前让护士为做手术的医生备好水那不就没有这么多事了吗…#雍容大度我心飞扬# http://t.cn/R2WxeH6 http://t.cn/A6GCV8QX ",False,无,2020-11-15 20:52,vivo智能手机,1,0,0
Ju3lOcfed,木子霡霂祝朱一龙0416生日快乐,https://weibo.cn/u/6122599789,木子霡霂祝朱一龙0416生日快乐:#白岩松谈医生术后喝葡萄糖水争议#但凡手边有杯水医生能喝这8小时手术凌晨4点做完连口葡萄糖都不让喝了？  ,True,无,2020-11-15 20:45,无,1,0,0
Ju3fMndiN,阿卡李wow,https://weibo.cn/u/6606385492,阿卡李wow:#白岩松谈医生术后喝葡萄糖水争议#八个小时给你做手术，渴了喝点水咋拉，就算你你头上，人救了你命，喝瓶葡萄糖还有争议，你八个小时手术别做了。  ,True,无,2020-11-15 20:30,nova6 5G自拍大不一样,0,0,0
Ju3a3yoVy,慌成一只猫,https://weibo.cn/u/6017339791,慌成一只猫:#白岩松谈医生术后喝葡萄糖水争议#让我想起了DoctorX里的大门未知子，每次手术后都要战术葡萄糖  原图 ,True,无,2020-11-15 20:16,HUAWEI P30,0,0,0
Ju39gdJc8,肖妈妈的暖宝宝,https://weibo.cn/u/1717456927,肖妈妈的暖宝宝:#白岩松谈医生术后喝葡萄糖水争议##医生回应手术后喝葡萄糖水# 一直以为注射液不能口服，原来葡萄糖注射液也可以喝~专家医生👨⚕️：葡萄糖注射液是可以口服的，一般来讲，不同浓度的葡萄糖液的用途不同。葡萄糖注射液常用来对人体补充水分及葡萄糖，低血糖患者或者是平时出现饥饿性酮症的患者，都可以通过口服葡萄糖溶液进进行相应的治疗，临床上葡萄糖注射液常用于静脉注射，但是若是当时的医疗条件不允许，葡萄糖注射液是可以口服的，但是也要注意，如果患者出现严重的恶心呕吐症状，就不能进行口服，而必须通过静脉输注治疗。 ,True,无,2020-11-15 20:14,荣耀Magic2 魔法手机,0,0,0
Ju364ay3N,博爱定西,https://weibo.cn/u/6637529310,"转发理由:#白岩松谈医生术后喝葡萄糖水争议#陕西医生郑涛在连续做完几台手术后由于太渴，随手抓起一瓶葡萄糖狂饮引质疑：给钱了吗？本人回应：没占病人便宜。其实这事医生和质疑的网友都没错，之所以置疑是不知道他连续八小时没喝水那么渴，也是站在广大患者的角度考虑，这水是不是患者掏的钱//@百歩停:转发微博  
原始用户: 张胜军
转发内容: #白岩松谈医生术后喝葡萄糖水争议#陕西医生郑涛在连续做完几台手术后由于太渴，随手抓起一瓶葡萄糖狂饮引质疑：给钱了吗？本人回应：没占病人便宜。其实这事医生和质疑的网友都没错，之所以置疑是不知道他连续八小时没喝水那么渴，也是站在广大患者的角度考虑，这水是不是患者掏的钱，甭管多少钱，帐也应该算清楚。而医生连轴转情急之下喝了葡萄糖也是应该的，主要医院管理层应该反思一下，提前让护士为做手术的医生备好水那不就没有这么多事了吗…#雍容大度我心飞扬# http://t.cn/R2WxeH6 http://t.cn/A6GCV8QX ",False,无,2020-11-15 20:06,vivo智能手机,1,0,0
Ju33j9zVX,路明非不想远离的萌妹,https://weibo.cn/u/6537842349,"转发理由:为什么还会有这种人啊//@每天都是自信的:医生做8小时手术，肯定很累很渴的，喝葡萄糖水是快速补充体力，必须喝//@哆啦A梦的大口袋y:不吃不喝在救命，一瓶葡萄糖都计较，懂感恩的都不会算计吧！  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 19:59,OPPO R15x,0,0,0
Ju32o8THC,暖瞳凝,https://weibo.cn/u/5679334504,暖瞳凝:#白岩松谈医生术后喝葡萄糖水争议#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。面对质疑，该医生作出澄清。当天他在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。该名医生随后发表视频澄清这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。其实，这已经不是第一例医生因喝葡萄糖引发质疑的事件。大家都知道有些手术进行的时间是比较长的，连续做十几个小时的手术对部分医生来说是常有的事。在手术过程中，医生是不能喝水和进食的，所以手术结束后，很多医生会因身体消耗巨大而感到体力不支。怀疑医生喝葡萄糖“占便宜”，是网暴者的无知。医患关系是一个持续了很久的问题。想要一下子解决或者立即采取相应的措施都是不太现实的。 http://t.cn/RghOMBP 显示地图 ,True,http://t.cn/RghOMBP,2020-11-15 19:57,无,0,0,0
Ju2U992Bc,买杏鲍菇泡茶吗,https://weibo.cn/u/5110590449,买杏鲍菇泡茶吗:#白岩松谈医生术后喝葡萄糖水争议#医学生真的生气做了一台八个小时的手术不配喝一瓶葡萄糖不会真的以为葡萄糖口感很好吧？以及某些憨批不会真的以为医院一天到晚都在赚你家的黑心钱吧不会吧不会吧这么高贵别来看病啊果然疫情还没有彻底过去对医生的态度就180℃大转弯啊，就呵呵 ,True,无,2020-11-15 19:37,是米宝呀Android,3,0,1
Ju2SGavEr,Dr_任,https://weibo.cn/317894677,Dr_任:#白岩松谈医生术后喝葡萄糖水争议#有些杠精，除了特别累，特别渴，谁会去喝这葡萄糖，一点都不好喝，也不是所有医生都把杯子带到手术室  ,True,无,2020-11-15 19:33,无,21,0,5
Ju2QL7KmO,董四层的老李头,https://weibo.cn/u/6035589893,董四层的老李头:#白岩松谈医生术后喝葡萄糖水争议#人家医生八九个小时不吃不喝的在手术台上救人，还不能让人喝口水了?再说了，喝葡萄糖是为了后面的手术而补充体力好吧，要是能喝水谁会喝这药水啊，人医生兢兢业业的工作救人，结果还要被质疑，质疑的那位你以后生病可千万不要去医院  ,True,无,2020-11-15 19:29,无,0,0,0
Ju2C1rUwp,-豆豆猫,https://weibo.cn/doudoumao1021,"转发理由:这年头真是什么垃圾人都有，一天天弄点鸡毛蒜皮的事上纲上线的，我只想说，如果被手术的人是我，这个钱我出了，人家医生辛苦了8小时还不值你请一瓶葡萄糖吗？  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 18:52,微博搜索,0,0,0
Ju2zAteby,深入人心C929,https://weibo.cn/u/5226282512,"转发理由:现在的网络键盘侠真过分，人家医生救命做了八个小时手术难道连一瓶葡萄糖都不能喝吗？  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 18:46,iPhone客户端,0,0,0
Ju2zwgHuh,养不熟狼,https://weibo.cn/u/5527402877,养不熟狼:#白岩松谈医生术后喝葡萄糖水争议#偶尔忙起来的时候真不是有意态度不好。可能自己没意识到。但会尽量克制。等过后我会经常反思。如果我是患者或者家属是什么心情。要对医生多点宽容和理解。不能纠结一件小事儿放大背后的目的。每个医生都想患者健康出院。如果不信任医生。让你的家人去做医生。做一天手术喝点葡萄糖。你会是什么心情。 ,True,无,2020-11-15 18:46,荣耀8X,2,0,0
Ju2uSs2Rq,酒酒宝子姜,https://weibo.cn/u/7517738277,"转发理由:这已经第几次了？连续手术没法吃没法喝导致低血糖的医生喝了一瓶葡萄糖，一堆人问是不是计费给患者了…你说这行业是不是沾屎了总招苍蝇？#白岩松谈医生术后喝葡萄糖水争议#   
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 18:35,iPhone客户端,0,0,0
Ju2l8xj8k,叮叮小仙女Vi,https://weibo.cn/u/2909531257,叮叮小仙女Vi:#白岩松谈医生术后喝葡萄糖水争议#  良心估计被🐶 吃了，疫情期间觉得医生是神，都在哄抬，高赞医护！这才多久，就叭叭的一瓶葡萄糖也要杠。有时候24小时无休，手术，急诊，甚至忙的一口饭都吃不上，手术倒台间隙都能躺着睡一觉。急有本事杠，你有本事上？  ,True,无,2020-11-15 18:11,OPPO Reno2,4,0,2
Ju2kKB9Gm,我怎样都与女无瓜,https://weibo.cn/u/7143724983,我怎样都与女无瓜:#白岩松谈医生术后喝葡萄糖水争议# 嗯嗯你最厉害你什么都对，医生怎么可以在一场几个小时的手术后喝一瓶根本没花你钱的葡萄糖呢？他不配，所以你以后要是有病了……哦不我忘了你好像现在就有了，那你千万别去医院，千万别找医生，你这么厉害怎么可能不会自愈呢  ,True,无,2020-11-15 18:10,iPhone客户端,0,0,0
Ju2fIwCGB,蝎子烦,https://weibo.cn/u/1450309337,"转发理由:#吐槽又不要钱# 为了医生尽心给做手术，几千几万的红包都舍得送，就算喝你一瓶葡萄糖怎么了，况且大部分医生不收红包，不喝你葡萄糖  
原始用户: 骨董行
转发内容: 能问出这样问题的人都是些把钱放在第一位的杠精，把钱看得比什么都重。【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。  骨董行的微博视频  ",False,无,2020-11-15 17:57,HUAWEI Mate 9 Pro,0,0,0
Ju2eB6mmW,上海杨浦,https://weibo.cn/shypgov,上海杨浦:【#白岩松谈医生术后喝葡萄糖水争议#】#医生连做4小时手术后喝葡萄糖遭质疑#近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？http://t.cn/A6GCtY9W ,True,无,2020-11-15 17:55,微博视频号,5,3,1
Ju2dLloaA,紫气东来乐宝妈,https://weibo.cn/u/1942391505,紫气东来乐宝妈:向所有医护工作者致敬！！！我正在#央视频#看【医生手术后喝葡萄糖遭质疑，本人回应：算进科室成本】，下载@央视频 app可以观看更多有品质的视频内容，官网地址：http://t.cn/AidyXWh8，视频链接： http://t.cn/A6GCXNt1  ,True,无,2020-11-15 17:53,央视频,0,0,0
Ju2aZ9zbp,我马上是富婆,https://weibo.cn/u/5520389300,我马上是富婆:#白岩松谈医生术后喝葡萄糖水争议#几年前医生做手术累到，靠墙喝葡萄糖就说过科室出钱，今年2020年了，还在这装理中客，有病吗，以后医生给你做手术别带口罩好了，免得你说是医生带着的算你头上占你便宜  ,True,无,2020-11-15 17:46,Redmi K30 全速热爱,0,0,0
Ju28PgX7V,lucky的小欣欣,https://weibo.cn/u/7459836683,"转发理由:医生手术那么累，饭也不能吃，水也不能喝，喝了葡萄糖补充一下，患者买单也是理所应当的，凭啥人家八个小时不休息站在那里手术， 有些人过于不要这么冷漠了吧，医生也是人啊，介意这种事情的人，如果有一天身体不适进手术室，就等医生休息好了再来，或者医生到点下班到点上班，自己在手术室里躺着吧  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 17:40,HUAWEI P20,0,0,0
Ju20u5WBs,dbnfpuzzle,https://weibo.cn/u/5720206911,"转发理由:说实话当时看见这个热搜都不敢相信是人说出来的话，正常人应该只会有葡萄糖竟然能喝？医生喝这么猛也太渴了做手术太累了，这些想法吧，没想到竟然是一瓶葡萄糖谁付钱的问题，这种人就是医闹和伤医的预备役  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 17:20,iPhone客户端,0,0,0
Ju1UCEzii,安徽广播电视台,https://weibo.cn/ahrtv123,安徽广播电视台:【#白岩松谈医生术后喝葡萄糖水争议#】#医生连做4小时手术后喝葡萄糖遭质疑#近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GCtY9W ,True,无,2020-11-15 17:05,微博视频号,0,0,0
Ju1SAu8GF,小野奶橘猫,https://weibo.cn/871202117,"转发理由:说实话，医院每个科室，尤其是做手术多的那种科室，是不是应该准备冰箱或者暖箱，日常放点儿果汁可乐之类的饮料，以备医生手术完应急补充糖分？看大家都说葡萄糖太难喝，感觉医院也应该多做一些事情来帮帮医生！虽说职责所在，但是他们才是治病救人的英雄！  
原始用户: 央视新闻
转发内容: 【#白岩松谈医生术后喝葡萄糖水争议#】近日，陕西西安一位医生术后“豪饮”葡萄糖水的视频引发争议。白岩松：医生也是人，这水谁付钱？这种质疑不仅不包含对人关切的任何温度，甚至是冷酷无情。不要说医生回应这瓶水由科室出钱。在任何一个8小时没喝水的人面前，难道我们不也愿意为他付钱喝这瓶水吗？ http://t.cn/A6GC7RFZ ",False,无,2020-11-15 17:00,iPhone客户端,0,0,2
